,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Married_couples_3_Households,Religion_Not_Stated,deceased,Sikhs,Married_couples_None_Households,Power_Parity_Rs_330000_425000,Population,Power_Parity_Above_Rs_545000,DaysFromFirstDate_y,Households_with_Telephone_Mobile_Phone_Both,Muslims,Main_source_of_drinking_water_River_Canal_Households,Literate,Household_size_9_persons_and_above_Households,Cultivator_Workers,Female_Workers,Other_Workers,Gender_Ratio,Power_Parity_Rs_240000_330000,Illiterate_Education,Household_size_1_person_Households,Total_Power_Parity,Christians,Households_with_Computer,active,LPG_or_PNG_Households,NumRuralHospitals_NHP18,Household_size_6_8_persons_Households,Area,Households_with_Television,Power_Parity_Rs_150000_330000,Households_with_Telephone_Mobile_Phone_Mobile_only,Married_couples_3_or_more_Households,Female,Not_having_bathing_facility_within_the_premises_Total_Households,TotalPublicHealthFacilities_HMIS,Total_Education,Secondary_Education,Non_Workers,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_425000_545000,Households_with_Internet,Households_with_Radio_Transistor,Household_size_1_to_2_persons,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,District_code,Male,Negative,Household_Workers,Type_of_latrine_facility_Pit_latrine_Households,SC,Location_of_drinking_water_source_Away_Households,Agricultural_Workers,Power_Parity_Rs_90000_150000,NumUrbanHospitals_NHP18,Households_with_Telephone_Mobile_Phone,Households,Households_with_separate_kitchen_Cooking_inside_house,Main_source_of_drinking_water_Tapwater_Households,TotalSamples,Other_Education,NumUrbanBeds_NHP18,Hindus,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Near_the_premises_Households,Male_Workers,Housholds_with_Electric_Lighting,Having_bathing_facility_Total_Households,Male_ST,Married_couples_1_Households,Population.1,Primary_Education,Households_with_Car_Jeep_Van,Power_Parity_Rs_150000_240000,Age_Group_0_29,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,NumDistrictHospitals_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Literate_Education,Main_source_of_drinking_water_Un_covered_well_Households,Having_latrine_facility_within_the_premises_Total_Households,Married_couples_5__Households,Positive,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,NumRuralBeds_NHP18,Type_of_latrine_facility_Other_latrine_Households,Location_of_drinking_water_source_Within_the_premises_Households,Power_Parity_Rs_45000_150000,confirmed,DaysFromFirstDate_x,type_Private Laboratory,Power_Parity_Less_than_Rs_45000,Jains,Married_couples_2_Households,Main_Workers,Marginal_Workers,Buddhists,Others_Religions,Household_size_2_persons_Households,Household_size_3_to_5_persons_Households,Condition_of_occupied_census_houses_Dilapidated_Households,Male_SC,Power_Parity_Rs_330000_545000,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Higher_Education,Type_of_fuel_used_for_cooking_Any_other_Households,Rural_population,Rural_Households,Male_Literate,Age_Group_50,recovered,Household_size_3_persons_Households,Urban_population,NumPublicBeds_HMIS,Female_Literate,Workers,Graduate_Education,Power_Parity_Rs_45000_90000,Household_size_5_persons_Households,type_Government Laboratory,Urban_Households,type_Collection Site,Ownership_Owned_Households,Age_Group_30_49,Households_with_Scooter_Motorcycle_Moped,NumPrimaryHealthCenters_HMIS,Female_ST,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Households_with_Bicycle,NumSubDistrictHospitals_HMIS,Middle_Education,Main_source_of_drinking_water_Spring_Households,Ownership_Rented_Households,Married_couples_4_Households,Below_Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,zone,NumCommunityHealthCenters_HMIS,Household_size_4_persons_Households,ST,Density,Female_SC,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Age_not_stated,state_active,state_recovered,state_deceased
341,341,15,Tamil Nadu,Theni,0,2,0,2641,2251,1,152,54954,153,72147030,94,111,10191,56751,1281,870080,2508,38367,222742,223175,996,169,270738,22306,2642,37574,18830,8,147529,692,32434,"130,058",291879,570,187358,2892,620216,65582,2581,1162299,156676,654257,61723,367,4667,57897,75790,12593,624,625683,182541,14939,14776,258200,14993,315161,506,525,209456,410623,304761,320379,188241,14674,37353,1148990,4165,11199,191986,368900,312310,275383,954,253069,1245899,219747,6607,401,618923,1117,32,6570,891561,996,134167,30,4829,5981,40179,2136,133986,1240,51,111,10,218,28,30050,530591,61051,79,74,53484,230233,5614,129900,520,27,95231,225,37229590,189328,479403,252267,42,67104,34917440,72616,390677,591642,101147,734,53074,16,221295,0,243448,373564,58034,1854,881,136873,99044,310,213496,508,78115,221,90590,11907,2,385,110055,1835,555,128300,2253,1145,3035,909,31
342,342,15,Tamil Nadu,Thiruvallur,9,25,0,9615,18959,0,1422,117828,472,72147030,580,111,78827,143093,412,2791721,12554,73444,434491,1135784,996,455,610048,32054,7731,233633,174279,85,621907,692,103687,"130,058",857364,1592,630578,10766,1852042,151979,2581,3297728,622789,2190050,133464,876,75634,222750,150892,175520,602,1876062,182541,58240,76666,821646,63193,270586,1732,525,772398,1119433,805187,625071,188241,66378,37353,3325823,41640,148885,531907,1103563,909400,786843,23692,717165,3728104,461918,54505,1137,1925296,5948,32,112276,2687680,53570,636991,130,4829,44284,40179,11779,343722,3672,135,111,10,539,3693,93063,1247918,290136,951,530,118838,671689,17057,410526,1348,858,303091,474,37229590,387237,1495711,643614,50,185181,34917440,72616,1296010,1538054,451321,1940,164709,16,732196,0,636443,1154775,363741,1854,23551,280985,374923,310,600731,1374,291863,1021,181452,62993,3,385,321799,47243,555,411120,10795,4419,3035,909,31
343,343,15,Tamil Nadu,Thiruvarur,0,1,0,2565,1456,0,258,50060,65,72147030,108,111,32084,96092,134,946471,2822,69883,170315,164657,996,193,175564,18370,2272,33192,15535,11,109580,692,39566,"130,058",287260,433,159818,2918,637584,211331,2581,1243066,203450,724109,27218,117,4416,80899,62703,78485,619,626693,182541,10440,12762,430927,14124,295188,497,525,225629,408179,295870,244534,188241,28166,37353,1132785,2493,21924,231871,369853,303114,116640,1466,247478,1264277,250163,6790,240,627880,369,32,6894,1067502,860,130231,65,4829,3155,40179,1062,81976,1278,33,111,10,271,279,27515,412425,127743,151,64,44333,222880,11980,214717,182,241,103908,89,37229590,321331,503085,257116,22,59777,34917440,72616,443386,540168,99082,781,63701,16,86848,0,287483,377118,72916,1854,1568,186342,189906,310,243773,287,34994,288,138960,33727,3,385,99402,3034,555,216210,4145,2163,3035,909,31
344,344,15,Tamil Nadu,Thoothukkudi,1,1,0,3323,3030,1,127,83342,187,72147030,292,111,31720,80740,1162,1349697,4990,48515,244368,476073,996,273,265032,37529,3677,291908,35791,2,200616,692,59135,"130,058",407876,725,291485,3672,885155,175081,2581,1654109,227154,1002081,57791,294,11455,100451,107150,44596,627,865021,182541,22863,19186,347895,37467,200644,853,525,344974,636739,395509,397652,188241,31525,37353,1373920,8856,22241,285519,503727,437916,289243,2466,341382,1750176,372036,14650,452,887717,1621,32,18842,1389077,7483,232062,44,4829,12079,40179,2817,141338,1869,29,111,10,310,53,35928,657447,90648,286,112,69621,293049,7586,172663,481,1878,133010,334,37229590,336078,703106,361374,26,81999,34917440,72616,646591,748095,155613,1016,81845,16,300661,0,334992,499377,124851,1854,2445,213983,238770,310,315817,183,120883,305,153922,21769,2,385,129205,4911,555,175232,6586,1708,3035,909,31
345,345,15,Tamil Nadu,Tiruchirappalli,1,0,0,6897,4302,0,324,111432,329,72147030,646,111,55391,190964,862,2038981,7495,170669,424773,634142,996,490,401149,43903,6411,246156,79588,11,333478,692,89376,"130,058",592152,1331,447223,7775,1370006,302285,2581,2526067,418930,1508311,59769,573,30046,233925,142144,70112,614,1352284,182541,30386,29132,466561,37971,378782,1450,525,537414,875727,556177,607773,188241,70392,37353,2279413,4714,47674,375662,789206,651621,398567,9414,513890,2722290,444023,28571,841,1346661,11815,32,49741,2124918,12369,340058,139,4829,7303,40179,13913,287219,3060,57,111,10,472,628,67755,1082329,131650,250,253,98241,461837,12804,230790,902,839,223178,566,37229590,452707,1087765,575960,46,132507,34917440,72616,951216,1213979,291506,1610,123698,16,423020,0,500203,797258,234290,1854,8784,302377,362952,310,447474,888,188095,739,229415,34800,2,385,205632,18198,555,235771,7220,2411,3035,909,31
346,346,15,Tamil Nadu,Tirunelveli,1,0,0,6758,4746,0,268,136895,424,72147030,484,111,54192,303368,2719,2273457,8581,115715,560279,701312,996,469,621010,62258,7501,342254,63590,8,361760,692,96746,"130,058",694984,1560,468175,7638,1556321,348544,2581,2950484,390495,1640779,100348,858,19070,183729,183875,64366,628,1520912,182541,239664,66068,569714,38406,379763,1624,525,571195,1064667,716049,731794,188241,71437,37353,2425630,14772,43906,485131,876175,779130,471783,5109,606589,3077233,618656,24290,1091,1554277,7021,32,29935,2329474,3638,390799,140,4829,18456,40179,9471,296790,3603,67,111,10,572,144,69205,1271407,165047,373,450,121617,531125,11111,279570,1282,346,220088,419,37229590,547962,1210710,644563,59,145882,34917440,72616,1062747,1436454,247635,1979,147790,16,516705,0,641511,876129,195295,1854,5161,353711,379446,310,517646,619,163635,740,263517,48828,2,385,237453,10270,555,290144,10677,2264,3035,909,31
347,347,15,Tamil Nadu,Tiruvannamalai,3,14,0,8445,3486,0,232,83936,118,72147030,131,111,19983,91636,700,1626813,9408,292641,499182,373753,996,324,672427,27323,4189,66987,27529,30,176242,692,105226,"130,058",505170,807,345750,9562,1228986,331254,2581,2455139,343955,1226698,102902,271,6445,73410,96016,53134,606,1235889,182541,46720,25166,565329,33865,525063,798,525,389329,710163,349169,496596,188241,36454,37353,2294369,2850,40597,401432,738995,549077,262010,45956,422698,2464875,442688,7851,483,1301347,2926,32,10740,1782712,32837,135162,149,4829,4775,40179,3628,157967,2317,40,111,10,545,7898,77068,970072,268105,157,110,68693,382614,12541,282615,389,915,174560,253,37229590,563102,909803,477668,10,90489,34917440,72616,717010,1238177,158041,1519,126599,16,147061,0,536269,683904,138956,1854,44998,449825,309133,310,423135,310,47934,968,203879,23596,2,385,165526,90954,555,282714,4166,1956,3035,909,31
348,348,15,Tamil Nadu,Vellore,2,4,0,12677,7445,1,676,118114,340,72147030,402,111,45832,414760,616,2773928,14336,175108,565456,985852,996,579,891430,36290,8092,111390,69912,12,417535,692,159413,"130,058",797713,1661,562422,14378,1974643,234127,2581,3857257,641585,2247001,240563,777,20623,93309,137654,115013,605,1961688,182541,136415,49781,860212,78184,391955,1670,525,653681,1140300,668730,765045,188241,71127,37353,3397857,10424,91887,524806,1123874,865913,693191,36663,681392,3936331,721473,20393,1082,2096113,24708,32,36342,2965827,26842,381181,231,4829,12602,40179,26385,324328,4125,29,111,10,789,3514,113434,1360185,329145,438,251,101364,615915,18371,424668,1117,1047,311434,741,37229590,653499,1504355,720713,16,149485,34917440,72616,1269573,1689330,308514,2455,198632,16,486801,0,764911,1116437,286002,1854,36292,523845,491133,310,719731,515,144061,1470,191963,45427,3,385,267798,72955,555,435544,9537,3068,3035,909,31
349,349,15,Tamil Nadu,Viluppuram,4,1,0,12652,6884,2,325,102350,118,72147030,143,111,27731,133896,1555,2195776,16143,369646,685866,463153,996,437,999902,27779,5306,138279,43311,138,228172,692,154822,"130,058",676077,1001,484134,14726,1718054,496584,2581,3430072,508930,1755624,125683,271,8472,101921,114590,90689,607,1740819,182541,38237,21746,1015716,57534,832213,1041,525,547305,967314,459716,663958,188241,45680,37353,3174941,5283,59841,612231,1017383,748444,307759,37570,579796,3458873,646306,13030,564,1881463,1117,32,14829,2430170,35352,169801,368,4829,9540,40179,3534,134578,3043,169,111,10,730,4032,107471,1260802,442447,238,278,86811,518788,15143,510869,389,1860,246856,190,37229590,808042,1234479,624042,29,120940,34917440,72616,961297,1703249,229726,2002,175528,16,159272,0,726665,949892,184050,1854,37289,621276,351418,310,549742,842,67280,1706,202930,35440,2,385,222320,74859,555,504847,7054,3476,3035,909,31
360,360,16,Maharashtra,Mumbai,0,1,0,15197,9099,436,13471,135178,5027,112374333,18289,112,150960,773173,453,2509022,34584,6051,263387,1227062,929,3595,262312,36524,60163,84555,204234,9264,494883,273,128284,"307,713",543699,14430,390211,18184,1400803,27097,3239,2829453,665263,1801015,36613,7597,121344,221503,105710,7707,519,1684608,172462,45538,9072,219934,10889,5745,10334,438,602209,1107321,621109,623468,189220,57044,39048,1873762,3741,275,85525,1021009,625927,610641,13488,409944,3085411,399792,80168,10835,1553005,9819,70,100244,2567141,273,427208,541,16758,5759,12398,11722,541324,13819,11394,112,19,1001,166000,74432,1209334,75062,134257,31094,69186,369160,9825,111564,12624,1100,378764,1044,61556074,0,1410680,583243,1694,102012,50818259,68998,1098342,1284396,343374,3485,113720,20,1107321,0,428162,933586,105842,2638,11605,9340,56086,101,603937,465,185170,2446,118967,61038,3,430,153428,25093,365,108370,6813,15577,9264,1694,436
361,361,16,Tamil Nadu,Chennai,1,0,0,15288,38356,23,2851,118340,748,72147030,3686,112,214074,439270,49,3776276,15916,14454,447995,1751824,996,1866,419065,30582,15742,358662,355838,2285,910262,692,122912,"130,058",1055696,3820,688857,17628,2310888,33168,2581,4061097,801050,2829435,15930,1214,217368,398414,169721,170162,603,2335844,195831,37345,7440,779667,16519,13674,3685,525,1017122,1314125,1092062,908587,202436,67277,37353,3751322,18353,43461,245763,1369302,1096334,1073399,5207,859219,4646732,516445,146388,1954,2271657,2888,32,264763,3642032,3500,1057802,414,5409,19543,40179,3927,844285,5802,2647,112,10,471,51708,111380,1619554,197743,2804,1759,139139,798018,9435,389001,1962,80,464207,619,37229590,0,1968079,899279,339,237897,34917440,72616,1808197,1817297,905515,2117,182588,16,1314125,0,522493,1468902,515581,1854,4854,6553,409796,310,720331,1061,565934,1926,167207,114191,3,385,377533,10061,555,390666,2587,6894,2432,389,24
362,362,16,Tamil Nadu,Thiruvallur,1,0,0,9615,18959,1,1422,117828,472,72147030,580,112,78827,143093,412,2791721,12554,73444,434491,1135784,996,455,610048,32054,7731,233633,174279,147,621907,692,103687,"130,058",857364,1592,630578,10766,1852042,151979,2581,3297728,622789,2190050,133464,876,75634,222750,150892,175520,602,1876062,195831,58240,76666,821646,63193,270586,1732,525,772398,1119433,805187,625071,202436,66378,37353,3325823,41640,148885,531907,1103563,909400,786843,23692,717165,3728104,461918,54505,1137,1925296,5948,32,112276,2687680,53570,636991,130,5409,44284,40179,11779,343722,3672,198,112,10,539,3693,93063,1247918,290136,951,530,118838,671689,17057,410526,1348,858,303091,474,37229590,387237,1495711,643614,50,185181,34917440,72616,1296010,1538054,451321,1940,164709,16,732196,0,636443,1154775,363741,1854,23551,280985,374923,310,600731,1374,291863,1021,181452,62993,3,385,321799,47243,555,411120,10795,4419,2432,389,24
381,381,17,Tamil Nadu,Chennai,143,256,0,15288,38356,25,2851,118340,748,72147030,3686,113,214074,439270,49,3776276,15916,14454,447995,1751824,996,1866,419065,30582,15742,358662,355838,2647,910262,692,122912,"130,058",1055696,3820,688857,17628,2310888,33168,2581,4061097,801050,2829435,15930,1214,217368,398414,169721,170162,603,2335844,209495,37345,7440,779667,16519,13674,3685,525,1017122,1314125,1092062,908587,216416,67277,37353,3751322,18353,43461,245763,1369302,1096334,1073399,5207,859219,4646732,516445,146388,1954,2271657,2888,32,264763,3642032,3500,1057802,414,6009,19543,40179,3927,844285,5802,3046,113,10,471,51708,111380,1619554,197743,2804,1759,139139,798018,9435,389001,1962,80,464207,619,37229590,0,1968079,899279,374,237897,34917440,72616,1808197,1817297,905515,2117,182588,16,1314125,0,522493,1468902,515581,1854,4854,6553,409796,310,720331,1061,565934,1926,167207,114191,3,385,377533,10061,555,390666,2587,6894,3703,754,33
382,382,17,Tamil Nadu,Cuddalore,20,14,0,6433,5101,0,401,90912,200,72147030,385,113,29494,123749,464,1815281,7495,165170,420247,433271,996,405,634041,25226,5300,83334,50938,364,244610,692,97658,"130,058",555029,1088,409698,7371,1294217,344306,2581,2502878,386652,1436034,85176,432,15396,121956,101083,122085,617,1311697,209495,32027,23981,763944,35499,539412,1097,525,470021,758209,455369,498446,216416,67411,37353,2391675,4070,62059,389219,749633,598412,293116,7943,473604,2605914,412237,19828,683,1364411,1607,32,27077,1868837,8151,230004,165,6009,6081,40179,3082,212704,2677,390,113,10,519,1280,65535,837271,332609,236,138,75857,431186,13516,383943,632,138,186394,279,37229590,497429,1000322,473617,26,107152,34917440,72616,814959,1169880,227530,1580,131975,16,260780,0,526657,764669,178515,1854,7759,394057,343988,310,418769,1409,98143,773,169844,30829,2,385,192059,15702,555,380001,6763,3217,3703,754,33
383,383,17,Tamil Nadu,Dharmapuri,0,2,0,4998,1167,0,164,44454,42,72147030,76,113,16103,38304,939,917709,4004,201328,305113,267156,996,180,512824,18542,2364,14089,18927,3,104785,692,56310,"130,058",310765,435,222790,5458,732540,199830,2581,1523923,177877,755673,89072,92,3651,52200,67669,99607,630,774303,209495,15341,15041,245392,61589,267345,370,525,258752,487926,229150,212222,216416,26069,37353,1452956,2270,48634,281438,446057,337972,181094,32130,280175,1506843,240222,5843,255,804186,716,32,7687,1011099,59989,72402,51,6009,3633,40179,1139,37897,1339,4,113,10,380,37,50837,652996,98174,39,87,49127,252941,8871,124706,134,125,103367,214,37229590,396819,527599,267536,1,61578,34917440,72616,390110,751170,112592,969,76730,16,91107,0,344702,434328,107968,1854,30914,301065,164521,310,221194,299,32008,409,129778,19859,2,385,114633,63044,555,120686,3861,793,3703,754,33
384,384,17,Tamil Nadu,Kancheepuram,1,7,0,10013,21978,1,1620,123421,522,72147030,797,113,103399,173785,1411,3013382,11202,89343,492506,1257225,996,560,678374,37098,8349,256762,200738,84,622095,692,115195,"130,058",904619,1698,665334,11193,1985294,188733,2581,3546183,634172,2324438,132855,832,100322,240359,166082,163172,604,2012958,209495,54732,51093,948081,61890,272514,1965,525,832716,1213504,822329,732354,216416,67354,37353,3537399,26856,129924,496248,1181308,961161,805076,20605,761575,3998252,535947,68427,1138,2076492,5912,32,137686,2867809,39231,651240,155,6009,32942,40179,9902,435671,3958,96,113,10,541,4962,97620,1367378,306436,990,756,128984,701330,13344,474264,1354,3262,312208,475,37229590,438799,1611461,715895,11,196143,34917440,72616,1401921,1673814,526886,1993,179266,16,774705,0,700252,1200284,418526,1854,20605,323242,425865,310,608188,1413,281627,1025,183054,63983,3,385,325921,41210,555,473817,9949,5581,3703,754,33
385,385,17,Tamil Nadu,Krishnagiri,1,1,0,7239,3630,0,468,51757,76,72147030,125,113,17626,115303,741,1187958,7994,236038,316145,356495,996,279,578724,17909,3203,35956,38239,10,151246,692,76103,"130,058",383553,601,283487,8204,919577,158469,2581,1865561,276694,1002030,92796,143,9619,40737,66127,78379,631,960232,209495,21918,28231,267386,44420,263328,696,525,321489,580540,343998,340224,216416,24128,37353,1723737,3237,50206,320796,561634,409237,291593,11419,329145,1879809,290351,13381,322,1034474,1448,32,19571,1286837,21597,148607,145,6009,5555,40179,2997,84846,1851,10,113,10,409,373,60956,742001,135778,121,221,48218,299838,8121,135474,219,298,133744,242,37229590,437988,667062,311238,0,74424,34917440,72616,520896,877779,137081,1155,88759,16,142552,0,371936,533183,150122,1854,10969,289169,153645,310,289026,1279,73339,820,135813,20376,2,385,136655,22388,555,131912,5120,914,3703,754,33
386,386,17,Tamil Nadu,Madurai,1,1,0,7350,8602,2,520,112608,372,72147030,738,113,47472,168881,810,2273430,8561,92719,451928,841792,996,502,449125,40659,6917,97711,95311,58,391821,692,83006,"130,058",708942,1482,530152,8241,1511777,246100,2581,2847799,453509,1683620,66623,710,34097,228106,153915,90919,623,1526475,209495,47293,26772,408976,65204,372828,1526,525,618922,1010441,714764,678712,216416,39350,37353,2760502,19034,62999,434208,902704,754141,551839,5622,605700,3038252,525151,30852,980,1528178,5747,32,54832,2398674,3207,472221,129,6009,23070,40179,8103,298527,3158,114,113,10,458,1532,71390,1173902,180730,199,305,113256,552457,10479,205098,1082,1171,250285,304,37229590,417718,1223810,593827,54,154348,34917440,72616,1049620,1354632,363152,1632,139168,16,592723,0,491822,913715,228557,1854,5474,283179,325803,310,532616,2055,279755,762,234611,41298,3,385,258941,11096,555,203878,7653,2532,3703,754,33
387,387,17,Tamil Nadu,Ramanathapuram,0,1,0,5592,6552,0,154,51020,75,72147030,112,113,16266,208038,3192,978946,7704,173767,210226,250108,996,185,107292,12698,2340,91139,22379,10,100484,692,56029,"130,058",284169,453,217349,6654,670787,198377,2581,1293898,189132,750468,29619,151,5172,67893,50029,26315,626,682658,209495,25228,21480,249008,77511,153874,504,525,252000,417239,244729,190837,216416,16785,37353,1047411,22842,13731,217014,392751,291400,130578,559,232329,1353445,293886,5524,268,708322,1395,32,5886,1186606,48007,120474,217,6009,52359,40179,4182,34430,1282,24,113,10,265,29,38952,486150,116827,86,36,37331,215193,8534,125015,226,25155,105978,112,37229590,290478,536487,252888,14,53869,34917440,72616,442459,602977,97405,778,67432,16,126761,0,270430,389764,49605,1854,546,197472,125445,310,236511,1170,51959,845,246909,18385,2,385,93892,1105,555,123993,6240,2471,3703,754,33
388,388,17,Tamil Nadu,Theni,0,1,0,2641,2251,1,152,54954,153,72147030,94,113,10191,56751,1281,870080,2508,38367,222742,223175,996,169,270738,22306,2642,37574,18830,12,147529,692,32434,"130,058",291879,570,187358,2892,620216,65582,2581,1162299,156676,654257,61723,367,4667,57897,75790,12593,624,625683,209495,14939,14776,258200,14993,315161,506,525,209456,410623,304761,320379,216416,14674,37353,1148990,4165,11199,191986,368900,312310,275383,954,253069,1245899,219747,6607,401,618923,1117,32,6570,891561,996,134167,30,6009,5981,40179,2136,133986,1240,55,113,10,218,28,30050,530591,61051,79,74,53484,230233,5614,129900,520,27,95231,225,37229590,189328,479403,252267,42,67104,34917440,72616,390677,591642,101147,734,53074,16,221295,0,243448,373564,58034,1854,881,136873,99044,310,213496,508,78115,221,90590,11907,2,385,110055,1835,555,128300,2253,1145,3703,754,33
389,389,17,Tamil Nadu,Thiruvallur,11,64,0,9615,18959,1,1422,117828,472,72147030,580,113,78827,143093,412,2791721,12554,73444,434491,1135784,996,455,610048,32054,7731,233633,174279,219,621907,692,103687,"130,058",857364,1592,630578,10766,1852042,151979,2581,3297728,622789,2190050,133464,876,75634,222750,150892,175520,602,1876062,209495,58240,76666,821646,63193,270586,1732,525,772398,1119433,805187,625071,216416,66378,37353,3325823,41640,148885,531907,1103563,909400,786843,23692,717165,3728104,461918,54505,1137,1925296,5948,32,112276,2687680,53570,636991,130,6009,44284,40179,11779,343722,3672,273,113,10,539,3693,93063,1247918,290136,951,530,118838,671689,17057,410526,1348,858,303091,474,37229590,387237,1495711,643614,53,185181,34917440,72616,1296010,1538054,451321,1940,164709,16,732196,0,636443,1154775,363741,1854,23551,280985,374923,310,600731,1374,291863,1021,181452,62993,3,385,321799,47243,555,411120,10795,4419,3703,754,33
390,390,17,Tamil Nadu,Tiruchirappalli,0,1,0,6897,4302,0,324,111432,329,72147030,646,113,55391,190964,862,2038981,7495,170669,424773,634142,996,490,401149,43903,6411,246156,79588,13,333478,692,89376,"130,058",592152,1331,447223,7775,1370006,302285,2581,2526067,418930,1508311,59769,573,30046,233925,142144,70112,614,1352284,209495,30386,29132,466561,37971,378782,1450,525,537414,875727,556177,607773,216416,70392,37353,2279413,4714,47674,375662,789206,651621,398567,9414,513890,2722290,444023,28571,841,1346661,11815,32,49741,2124918,12369,340058,139,6009,7303,40179,13913,287219,3060,63,113,10,472,628,67755,1082329,131650,250,253,98241,461837,12804,230790,902,839,223178,566,37229590,452707,1087765,575960,50,132507,34917440,72616,951216,1213979,291506,1610,123698,16,423020,0,500203,797258,234290,1854,8784,302377,362952,310,447474,888,188095,739,229415,34800,2,385,205632,18198,555,235771,7220,2411,3703,754,33
